code,name,industry,region,list_date,ts_code,trade_date,open,high,low,close,pre_close,change,pct_change,volume,amount,turnover_rate,turnover_rate_free,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dividend_yield,dividend_yield_ttm,total_share,float_share,free_share,total_mv,circ_mv,limit_up,limit_down,adj_factor
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250822,88.75,91.64,88.0,91.35,87.52,3.83,4.3761,34511.77,311911.377,17.9439,17.9439,2.19,35.8202,35.8346,3.5837,2.1384,2.046,,0.9383,9141.458,1923.3151,1923.3151,835072.1883,175694.8344,105.02,70.02,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250821,87.43,88.75,86.66,87.52,87.45,0.07,0.08,18106.74,158721.987,9.4143,9.4143,1.16,34.3184,34.3322,3.4334,2.0488,1.9602,,0.9794,9141.458,1923.3151,1923.3151,800060.4042,168328.5376,104.94,69.96,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250820,86.98,87.45,85.89,87.45,87.1,0.35,0.4018,13192.69,114409.473,6.8593,6.8593,0.86,34.2909,34.3047,3.4307,2.0471,1.9587,,0.9802,9141.458,1923.3151,1923.3151,799420.5021,168193.9055,104.52,69.68,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250819,86.88,87.31,85.6,87.1,86.8,0.3,0.3456,14450.16,124978.395,7.5132,7.5132,1.03,34.1537,34.1674,3.4169,2.0389,1.9508,,0.9841,9141.458,1923.3151,1923.3151,796220.9918,167520.7452,104.16,69.44,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250818,84.29,86.96,84.29,86.8,84.25,2.55,3.0267,21000.72,180722.973,10.919,10.919,1.63,34.0361,34.0497,3.4052,2.0319,1.9441,,0.9875,9141.458,1923.3151,1923.3151,793478.5544,166943.7507,101.1,67.4,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250815,82.78,84.63,82.78,84.25,82.79,1.46,1.7635,11868.46,99855.094,6.1708,6.1708,0.97,33.0362,33.0494,3.3051,1.9722,1.887,,1.0174,9141.458,1923.3151,1923.3151,770167.8365,162039.2972,99.35,66.23,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250814,85.54,85.67,82.71,82.79,85.36,-2.57,-3.0108,17377.61,145636.123,9.0352,9.0352,1.62,32.4637,32.4767,3.2479,1.938,1.8543,,1.0353,9141.458,1923.3151,1923.3151,756821.3078,159231.2571,102.43,68.29,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250813,85.52,86.16,85.0,85.36,85.52,-0.16,-0.1871,11603.43,99215.099,6.033,6.033,1.11,33.4714,33.4849,3.3487,1.9982,1.9118,,1.0042,9141.458,1923.3151,1923.3151,780314.8549,164174.1769,102.62,68.42,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250812,85.75,85.97,84.84,85.52,85.78,-0.26,-0.3031,8333.52,71126.624,4.3329,4.3329,0.77,33.5342,33.5476,3.355,2.002,1.9154,,1.0023,9141.458,1923.3151,1923.3151,781777.4882,164481.9074,102.94,68.62,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250811,83.9,86.37,83.9,85.78,83.58,2.2,2.6322,15361.65,131289.429,7.9871,7.9871,1.49,33.6361,33.6496,3.3652,2.008,1.9212,,0.9992,9141.458,1923.3151,1923.3151,784154.2672,164981.9693,100.3,66.86,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250808,84.64,84.88,83.5,83.58,84.56,-0.98,-1.1589,8455.92,70957.735,4.3965,4.3965,0.8,32.7734,32.7866,3.2789,1.9565,1.872,,1.0255,9141.458,1923.3151,1923.3151,764043.0596,160750.6761,101.47,67.65,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250807,85.62,85.8,84.32,84.56,85.46,-0.9,-1.0531,9828.72,83444.202,5.1103,5.1103,0.87,33.1577,33.171,3.3173,1.9795,1.8939,,1.0137,9141.458,1923.3151,1923.3151,773001.6885,162635.5249,102.55,68.37,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250806,84.38,85.71,84.36,85.46,84.9,0.56,0.6596,10080.33,85932.485,5.2411,5.2411,0.84,33.5106,33.5241,3.3526,2.0006,1.9141,,1.003,9141.458,1923.3151,1923.3151,781229.0007,164366.5084,101.88,67.92,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250805,84.49,85.28,83.96,84.9,84.49,0.41,0.4853,10455.19,88426.186,5.436,5.436,0.74,33.291,33.3044,3.3306,1.9874,1.9015,,1.0096,9141.458,1923.3151,1923.3151,776109.7842,163289.452,101.39,67.59,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250804,82.4,84.6,81.93,84.49,83.08,1.41,1.6972,12572.05,105351.061,6.5367,6.5367,0.93,33.1303,33.1436,3.3146,1.9778,1.8924,,1.0145,9141.458,1923.3151,1923.3151,772361.7864,162500.8928,99.7,66.46,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250801,82.1,84.48,81.92,83.08,82.15,0.93,1.1321,10104.11,83676.385,5.2535,5.2535,0.77,32.5774,32.5905,3.2592,1.9448,1.8608,,1.0317,9141.458,1923.3151,1923.3151,759472.3306,159789.0185,98.58,65.72,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250731,83.4,84.73,81.9,82.15,83.42,-1.27,-1.5224,13242.09,110342.112,6.885,6.885,1.09,32.2127,32.2256,3.2228,1.9231,1.8399,,1.0434,9141.458,1923.3151,1923.3151,750970.7747,158000.3355,100.1,66.74,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250730,84.82,84.82,82.4,83.42,84.98,-1.56,-1.8357,13848.6,115653.671,7.2004,7.2004,1.24,32.7107,32.7238,3.2726,1.9528,1.8684,,1.0275,9141.458,1923.3151,1923.3151,762580.4264,160442.9456,101.98,67.98,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250729,82.91,86.64,82.65,84.98,83.31,1.67,2.0046,21308.78,180481.062,11.0792,11.0792,2.35,33.3224,33.3358,3.3338,1.9893,1.9033,,1.0086,9141.458,1923.3151,1923.3151,776841.1008,163443.3172,99.97,66.65,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250728,82.49,83.38,82.4,83.31,82.6,0.71,0.8596,8776.9,72875.49,4.5634,4.5634,0.81,32.6676,32.6807,3.2683,1.9502,1.8659,,1.0289,9141.458,1923.3151,1923.3151,761574.866,160231.381,99.12,66.08,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250725,82.11,82.86,81.6,82.6,82.06,0.54,0.6581,8654.21,71174.946,4.4996,4.4996,0.8,32.3892,32.4022,3.2404,1.9336,1.85,,1.0377,9141.458,1923.3151,1923.3151,755084.4308,158865.8273,98.47,65.65,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250724,81.1,82.44,81.1,82.06,81.2,0.86,1.0591,8262.25,67678.375,4.2958,4.2958,0.78,32.1774,32.1903,3.2192,1.921,1.8379,,1.0445,9141.458,1923.3151,1923.3151,750148.0435,157827.2371,97.44,64.96,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250723,82.08,82.5,80.91,81.2,82.43,-1.23,-1.4922,9037.94,73716.147,4.6991,4.6991,0.9,31.8402,31.853,3.1855,1.9008,1.8187,,1.0556,9141.458,1923.3151,1923.3151,742286.3896,156173.1861,98.92,65.94,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250722,83.18,83.23,81.8,82.43,83.18,-0.75,-0.9017,10555.68,86952.173,5.4883,5.4883,1.13,32.3225,32.3355,3.2337,1.9296,1.8462,,1.0398,9141.458,1923.3151,1923.3151,753530.3829,158538.8637,99.82,66.54,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250721,80.8,84.58,80.62,83.18,80.8,2.38,2.9455,17363.42,143751.824,9.0279,9.0279,2.51,32.6166,32.6297,3.2632,1.9472,1.863,,1.0305,9141.458,1923.3151,1923.3151,760386.4764,159981.35,96.96,64.64,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250718,81.32,82.29,80.59,80.8,81.27,-0.47,-0.5783,8947.73,72690.744,4.6522,4.6522,1.35,31.6833,31.6961,3.1698,1.8915,1.8097,,1.0608,9141.458,1923.3151,1923.3151,738629.8064,155403.8601,97.52,65.02,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250717,80.93,81.42,80.49,81.27,80.9,0.37,0.4574,7030.05,56955.968,3.6552,3.6552,1.06,31.8676,31.8804,3.1882,1.9025,1.8202,,1.0547,9141.458,1923.3151,1923.3151,742926.2917,156307.8182,97.08,64.72,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250716,80.59,81.29,80.36,80.9,80.55,0.35,0.4345,6561.6,53076.142,3.4116,3.4116,0.86,31.7226,31.7353,3.1737,1.8938,1.8119,,1.0595,9141.458,1923.3151,1923.3151,739543.9522,155596.1916,96.66,64.44,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250715,80.66,81.39,79.64,80.55,81.04,-0.49,-0.6046,6889.22,55394.082,3.582,3.582,0.85,31.5853,31.598,3.16,1.8856,1.8041,,1.0641,9141.458,1923.3151,1923.3151,736344.4419,154923.0313,97.25,64.83,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250714,80.5,81.2,80.45,81.04,80.77,0.27,0.3343,5095.96,41223.158,2.6496,2.6496,0.63,31.7775,31.7902,3.1792,1.8971,1.8151,,1.0577,9141.458,1923.3151,1923.3151,740823.7563,155865.4557,96.92,64.62,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250711,80.79,81.75,80.27,80.77,81.03,-0.26,-0.3209,7497.97,60601.628,3.8985,3.8985,0.89,31.6716,31.6843,3.1686,1.8908,1.809,,1.0612,9141.458,1923.3151,1923.3151,738355.5627,155346.1606,97.24,64.82,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250710,81.66,82.0,80.73,81.03,81.96,-0.93,-1.1347,7046.78,57208.406,3.6639,3.6639,0.82,31.7735,31.7863,3.1788,1.8968,1.8149,,1.0578,9141.458,1923.3151,1923.3151,740732.3417,155846.2226,98.35,65.57,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250709,81.58,83.97,81.52,81.96,81.63,0.33,0.4043,11606.68,95881.249,6.0347,6.0347,1.47,32.1382,32.1511,3.2153,1.9186,1.8357,,1.0458,9141.458,1923.3151,1923.3151,749233.8977,157634.9056,97.96,65.3,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250708,80.0,82.19,79.9,81.63,80.2,1.43,1.783,9417.85,76547.467,4.8967,4.8967,1.14,32.0088,32.0217,3.2024,1.9109,1.8283,,1.05,9141.458,1923.3151,1923.3151,746217.2165,157000.2116,96.24,64.16,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250707,79.88,80.4,79.3,80.2,79.9,0.3,0.3755,5096.55,40723.088,2.6499,2.6499,0.57,31.4481,31.4607,3.1463,1.8774,1.7963,,1.0688,9141.458,1923.3151,1923.3151,733144.9316,154249.871,95.88,63.92,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250704,81.2,81.3,79.77,79.9,81.4,-1.5,-1.8428,8987.7,72075.354,4.673,4.673,0.9,31.3304,31.343,3.1345,1.8704,1.7896,,1.0728,9141.458,1923.3151,1923.3151,730402.4942,153672.8765,97.68,65.12,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250703,80.32,82.19,80.32,81.4,80.7,0.7,0.8674,7854.48,63869.159,4.0838,4.0838,0.58,31.9186,31.9314,3.1933,1.9055,1.8231,,1.053,9141.458,1923.3151,1923.3151,744114.6812,156557.8491,96.84,64.56,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250702,81.31,81.88,80.31,80.7,81.96,-1.26,-1.5373,8200.69,66233.274,4.2638,4.2638,0.56,31.6441,31.6568,3.1659,1.8891,1.8075,,1.0621,9141.458,1923.3151,1923.3151,737715.6606,155211.5286,98.35,65.57,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250701,82.6,82.7,80.55,81.96,82.6,-0.64,-0.7748,11078.6,90251.421,5.7602,5.7602,0.66,32.1382,32.1511,3.2153,1.9186,1.8357,,1.0458,9141.458,1923.3151,1923.3151,749233.8977,157634.9056,99.12,66.08,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250630,82.25,83.45,82.0,82.6,82.27,0.33,0.4011,8572.24,70736.957,4.457,4.457,0.52,32.3892,32.4022,3.2404,1.9336,1.85,,1.0377,9141.458,1923.3151,1923.3151,755084.4308,158865.8273,98.72,65.82,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250627,83.0,84.71,82.19,82.27,82.99,-0.72,-0.8676,14267.26,118479.673,7.4181,7.4181,0.92,32.2598,32.2727,3.2275,1.9259,1.8426,,1.0419,9141.458,1923.3151,1923.3151,752067.7497,158231.1333,99.59,66.39,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250626,81.88,86.16,81.88,82.99,81.88,1.11,1.3556,25974.95,219003.776,13.5053,13.5053,2.04,32.5421,32.5552,3.2557,1.9427,1.8588,,1.0328,9141.458,1923.3151,1923.3151,758649.5994,159615.9201,98.26,65.5,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250625,82.2,82.3,80.67,81.88,82.03,-0.15,-0.1829,13286.59,108101.613,6.9082,6.9082,1.11,32.1068,32.1197,3.2122,1.9167,1.8339,,1.0468,9141.458,1923.3151,1923.3151,748502.581,157481.0404,98.44,65.62,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250624,77.81,82.45,77.81,82.03,77.5,4.53,5.8452,21955.4,177703.539,11.4154,11.4154,2.32,32.1657,32.1786,3.218,1.9203,1.8373,,1.0449,9141.458,1923.3151,1923.3151,749873.7997,157769.5377,93.0,62.0,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250623,75.65,77.72,75.64,77.5,76.41,1.09,1.4265,6998.28,53875.432,3.6387,3.6387,0.71,30.3893,30.4015,3.0403,1.8142,1.7358,,1.106,9141.458,1923.3151,1923.3151,708462.995,149056.9203,91.69,61.13,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250620,76.0,79.4,76.0,76.41,76.44,-0.03,-0.0392,9464.45,73402.568,4.9209,4.9209,0.89,29.9619,29.974,2.9976,1.7887,1.7114,,1.1218,9141.458,1923.3151,1923.3151,698498.8058,146960.5068,91.73,61.15,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250619,78.8,80.18,75.8,76.44,79.23,-2.79,-3.5214,11899.06,92514.048,6.1867,6.1867,0.99,29.9737,29.9857,2.9988,1.7894,1.7121,,1.1213,9141.458,1923.3151,1923.3151,698773.0495,147018.2062,95.08,63.38,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250618,77.71,79.33,77.07,79.23,78.21,1.02,1.3042,9337.64,73187.714,4.855,4.855,0.77,31.0677,31.0802,3.1082,1.8547,1.7745,,1.0818,9141.458,1923.3151,1923.3151,724277.7173,152384.2554,93.85,62.57,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250617,79.38,79.87,77.56,78.21,79.54,-1.33,-1.6721,9681.86,75860.633,5.0339,5.0339,0.79,30.6678,30.6801,3.0682,1.8308,1.7517,,1.096,9141.458,1923.3151,1923.3151,714953.4302,150422.474,95.45,63.63,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250616,79.5,80.72,79.15,79.54,80.14,-0.6,-0.7487,8724.99,69505.668,4.5364,4.5364,0.73,31.1893,31.2018,3.1204,1.862,1.7815,,1.0776,9141.458,1923.3151,1923.3151,727111.5693,152980.4831,96.17,64.11,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250613,80.28,81.79,79.53,80.14,81.06,-0.92,-1.135,13810.72,111192.686,7.1807,7.1807,1.34,31.4245,31.4372,3.1439,1.876,1.7949,,1.0696,9141.458,1923.3151,1923.3151,732596.4441,154134.4721,97.27,64.85,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250612,77.55,81.84,77.55,81.06,78.39,2.67,3.406,18610.54,149955.301,9.6763,9.6763,2.43,31.7853,31.7981,3.18,1.8976,1.8155,,1.0574,9141.458,1923.3151,1923.3151,741006.5855,155903.922,94.07,62.71,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250611,77.42,79.48,77.42,78.39,77.42,0.97,1.2529,9683.14,76210.544,5.0346,5.0346,1.42,30.7383,30.7507,3.0753,1.835,1.7557,,1.0934,9141.458,1923.3151,1923.3151,716598.8926,150768.6707,92.9,61.94,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250610,79.8,79.97,76.5,77.42,79.74,-2.32,-2.9095,10755.7,83947.749,5.5923,5.5923,1.87,30.358,30.3702,3.0372,1.8123,1.734,,1.1071,9141.458,1923.3151,1923.3151,707731.6784,148903.055,95.69,63.79,1.4151
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250609,112.0,113.26,111.55,112.84,112.0,0.84,0.75,7266.93,81823.867,5.2897,5.2897,1.21,31.6049,31.6176,3.0591,1.8868,1.8052,,,6529.6129,1373.7965,1373.7965,736801.5196,155019.1971,134.4,89.6,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250606,111.58,112.9,111.3,112.0,112.13,-0.13,-0.1159,5202.48,58260.231,3.7869,3.7869,0.69,31.3696,31.3822,3.0363,1.8727,1.7918,,,6529.6129,1373.7965,1373.7965,731316.6448,153865.208,134.56,89.7,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250605,111.5,112.5,110.54,112.13,111.6,0.53,0.4749,5356.48,59783.123,3.899,3.899,0.71,31.4061,31.4187,3.0398,1.8749,1.7939,,,6529.6129,1373.7965,1373.7965,732165.4945,154043.8015,133.92,89.28,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250604,110.84,112.73,110.01,111.6,110.42,1.18,1.0686,5507.52,61453.086,4.009,4.009,0.76,31.2576,31.2702,3.0255,1.866,1.7854,,,6529.6129,1373.7965,1373.7965,728704.7996,153315.6894,132.5,88.34,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250603,110.88,112.28,110.38,110.42,110.43,-0.01,-0.0091,5479.03,60844.293,3.9882,3.9882,0.77,30.9271,30.9395,2.9935,1.8463,1.7665,,,6529.6129,1373.7965,1373.7965,720999.8564,151694.6095,132.52,88.34,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250530,111.99,112.8,110.09,110.43,112.31,-1.88,-1.6739,8520.51,94738.18,6.2022,6.2022,1.27,30.9299,30.9423,2.9938,1.8465,1.7667,,,6529.6129,1373.7965,1373.7965,721065.1525,151708.3475,134.77,89.85,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250529,107.3,114.79,107.0,112.31,107.01,5.3,4.9528,13058.2,145312.198,9.5052,9.5052,2.09,31.4565,31.4691,3.0447,1.8779,1.7968,,,6529.6129,1373.7965,1373.7965,733340.8248,154291.0849,128.41,85.61,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250528,107.42,110.37,106.88,107.01,107.35,-0.34,-0.3167,5177.72,56094.537,3.7689,3.7689,0.73,29.972,29.9841,2.901,1.7893,1.712,,,6529.6129,1373.7965,1373.7965,698733.8764,147009.9635,128.82,85.88,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250527,108.48,109.2,106.6,107.35,108.47,-1.12,-1.0325,4201.83,45193.11,3.0586,3.0586,0.61,30.0672,30.0793,2.9103,1.795,1.7174,,,6529.6129,1373.7965,1373.7965,700953.9448,147477.0543,130.16,86.78,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250526,108.12,108.75,107.2,108.47,108.78,-0.31,-0.285,4421.62,47751.594,3.2185,3.2185,0.61,30.3809,30.3931,2.9406,1.8137,1.7353,,,6529.6129,1373.7965,1373.7965,708267.1113,149015.7064,130.54,87.02,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250523,109.79,111.5,108.48,108.78,109.8,-1.02,-0.929,6723.15,74079.545,4.8938,4.8938,0.96,30.4678,30.48,2.949,1.8189,1.7403,,,6529.6129,1373.7965,1373.7965,710291.2913,149441.5833,131.76,87.84,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250522,111.55,112.38,109.38,109.8,113.18,-3.38,-2.9864,10779.53,119263.533,7.8465,7.8465,1.79,30.7535,30.7658,2.9767,1.836,1.7566,,,6529.6129,1373.7965,1373.7965,716951.4964,150842.8557,135.82,90.54,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250521,111.54,116.66,110.1,113.18,111.55,1.63,1.4612,9512.11,107626.07,7.3011,7.3011,1.87,31.7001,31.7129,3.0683,1.8925,1.8107,,,6529.6129,1302.8302,1302.8302,739021.588,147454.322,133.86,89.24,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250520,111.4,112.43,110.7,111.55,111.55,0.0,0.0,3105.4,34643.164,2.3836,2.3836,0.55,31.2436,31.2562,3.0241,1.8652,1.7846,,,6529.6129,1302.8302,1302.8302,728378.319,145330.7088,133.86,89.24,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250519,112.52,113.66,110.0,111.55,113.54,-1.99,-1.7527,5849.22,65137.512,4.4896,4.4896,1.06,31.2436,31.2562,3.0241,1.8652,1.7846,,,6529.6129,1302.8302,1302.8302,728378.319,145330.7088,136.25,90.83,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250516,111.87,114.33,111.7,113.54,111.9,1.64,1.4656,5915.95,67091.765,4.5408,4.5408,1.12,31.801,31.8137,3.0781,1.8985,1.8164,,,6529.6129,1302.8302,1302.8302,741372.2487,147923.3409,134.28,89.52,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250515,112.18,114.5,111.11,111.9,112.21,-0.31,-0.2763,5721.66,64391.328,4.3917,4.3917,1.07,31.3416,31.3542,3.0336,1.8711,1.7902,,,6529.6129,1302.8302,1302.8302,730663.6835,145786.6994,134.65,89.77,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250514,112.4,113.4,111.89,112.21,112.4,-0.19,-0.169,4862.43,54675.6,3.7322,3.7322,0.81,31.4285,31.4411,3.042,1.8762,1.7952,,,6529.6129,1302.8302,1302.8302,732687.8635,146190.5767,134.88,89.92,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250513,114.02,115.45,112.11,112.4,113.45,-1.05,-0.9255,5920.0,67197.937,4.544,4.544,0.99,31.4817,31.4943,3.0472,1.8794,1.7982,,,6529.6129,1302.8302,1302.8302,733928.49,146438.1145,136.14,90.76,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250512,112.51,113.51,112.03,113.45,110.72,2.73,2.4657,5297.54,59801.479,4.0662,4.0662,0.86,31.7758,31.7885,3.0756,1.897,1.815,,,6529.6129,1302.8302,1302.8302,740784.5835,147806.0862,132.86,88.58,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250509,112.08,112.98,110.0,110.72,112.72,-2.0,-1.7743,4668.0,51949.088,3.583,3.583,0.77,31.0111,31.0236,3.0016,1.8513,1.7713,,,6529.6129,1302.8302,1302.8302,722958.7403,144249.3597,135.26,90.18,1.0
301631,壹连科技,元器件,深圳,20241122,301631.SZ,20250508,111.93,113.4,111.0,112.72,111.89,0.83,0.7418,5913.54,66694.459,4.539,4.539,1.03,31.5713,31.584,3.0558,1.8848,1.8033,,,6529.6129,1302.8302,1302.8302,736017.9661,146855.0201,134.27,89.51,1.0
